Ratings,Reviews
1,"The new emojis display is terrible and not user friendly. I'm trying to see if I can revert to the previous version, it's so annoying 🙄 There is also a bug at least with my Android phone (Pixel 3a) where often an audio message will stop playing if I move my phone at all, again, another very annoying issue, hopefully it will be fixed at some point."
2,"It's actually a good App, but the new Sticker and emoji part is absolutely terrible. I need much more time searching since it always starts on a random sticker pack. I also have a problem with changing the names of a few of my contacts. Even when I close the app and refresh, the name doesn't update. It's just annoying."
1,"The last update made using emojis a mess! When searching for them, the window with text almost disappears on the top screen and one can't actually see what emoji is being used. A lot of useless empty space on the screen. Weird look and clumsy to use. Plus, the ""delete"" button has been moved in a worse position. I wonder why instead of improving a product these developers make it worse! I'm considering to uninstall. There are better and safer ones on the market."
3,"Not a fan of the new ""sticker tray redesign"". The sticker/emoji tray now has an annoying (very slow) animation where the keyboard goes down and then the emojis pop up. This takes about a second or more whereas previously the switch between emojis and keyboard would be virtually instantaneous. Extremely annoying. Also when swiping right on a message to reply, the keyboard no longer pops up automatically. Also extremely annoying."
3,Its a good app. But it has some pull backs like can't upload a video in status which is more than 1080p and cant upload a video more than 30 second if the video is more than 30 second you have to upload it by different parts 😐. Its annoying.... If you could upgrade this it will be helpfull
5,"This is great for communication with friends and family, but I suggest it would be great if Facebook could add an ""edit message"" option for messages sent. It can be annoying and time-consuming deleting an entire message due to one or two errors. Imma come back n give 5 🌟 if I see it in the next update. Thanks for adding ""edit"" to messages. Now you deserve my five stars 🌟"
3,"While it's adding new features. One it needs to remove? When someone leaves a group/ or removed from group. Only the admin should see this. It causes a negative vibe in the group when this happens. It would be great to see just little image or name of who's read a specific message, like FB messenger does... Hopefully, they keep adding more features."
3,"It was all good untitl the latest August update. When emojis are displayed, sometimes the message disappears. Or sometimes when inserting the emojis, it doesn't show them when they go underneath the text, so the window stays empty which looks like nothing was written ending by 10+ emojis because you would think it didn't respond so you keep pressing the button. Anyway, otherwise great communication tool. Been using it for ages. Emojis are lovely looking, it's easy to use."
2,The latest update with the new layout for stickers is very bad. Everytime I click any sticker pack it doesn't gets shown immediately rather it is getting scrolled to! I have to wait till the sticker comes to the view which is frustrating. Please remove the scroll to feature for stickers.
3,I understand developers wants to make their apps top notch. But honestly guys this last update really messed up my experience with the simple easy to use whatsapp I'm used too. Unfortunately we cannot all afford good quality phones. Please can there be a simpler version for us folk that does not want channels and extra features. Please my whatsapp types in the air and crashes all the time now.
4,"Dear WhatApp. An important feature is missing in the new WhatsApp Channels, the ""search"" button. For instance, I'm a follower of a football channel and I need to find gists about a match that has been played in the past, say ""MUN vs ARS"", using the search button to search for this keyword will ensure I get the information easily. We can't be searching for news manually, that will really be frustrating. The WhatsApp channel is really amazing but the search button can not be left out. Add it ASAP"
1,"History will remember this update. Your designer must search for another job. Every single design choice for the latest update is wrong. But you did it. I hope you can find my old comment. Feel free to contact me for details. This is an example of worst UI design you can tell students. Please rollback or you will lose a lot of users. You removed useful options in sticker selection. Put lots of buttons in busy areas, ... etc."
2,"the latest update isn't welcome on my side. now there's channels, and you can't turn it off. condemned to see Mark Zuckerberg everytime I check on statuses... moreover started an unstoppable backup right in the middle of a chat. two bits of excellent user experience 👎"
1,"The Chat Backup feature is terrible. I tried restoring a backup in a new device and it keeps crashing the app. I can't count the times that this app has messed my backups deleting everything, it's amazing how unreliable it is. Not to mention transfering chats directly phone to phone is equally broken (I have never managed to make this work)."
2,"Hello @TeamWhatsApp. It's been great that you are coming with the new features in every update. But the latest update where you included that channel feature on update tab, is not suitable and good for us. The reason can be that we use WhatsApp only because it make us contacted only with the person whome we know and should be like it was. It's has more user because it didn't connect those people from the external world who didn't want to. So that's why I am requesting you to please work on it."
4,"Good app. I like that new features such as polls and message editing has been added. It would be good if you can select within individual chat settings whether media is automatically downloaded into gallery. For instance I'd like media automatically downloaded into my gallery for specific people's chat (e.g. close friends or family), but I don't want auto downloaded media from certain group chats."
3,"Thanks, whatsapp, you seems like didn't even respond to the user. I have no problems about channel, new features, etc. But this one is messed up, I'll usually make a paragraph in long phrase, but it's gone and replace to a ""send"" button! Why do you have to do that? That's messed up, I hope this will be change ASAP"
1,"REMOVE the channels feature from my App PLEASE, I DO NOT like it, I DO NOT want it :-(, or make it optional for users ro choose if they want it; such unnecesarry features are the reason I don't have accounts on certain plarforms. Let's keep WhatsApp for it's primary goal, you may create another separate app for those who want to aubscribe to channels and get updates, though there's already Facebook for that."
3,"Great app. But The quality of the photos and videos that are sent is terrible. A video at 60FPS is no longer HD even if you enable the HD option when sending the video. It looks horrible with the HD option activated and if not, even worse. An option to send 4K photos and 1080p 60FPS videos would be nice. would improve a lot"
4,"I do like the app, talk with a lot of people on it. but, I can't send the new ""video message"" they rolled out recently. it's like a new feature where you can send short video messages (up to 60 seconds), and the fact that it doesn't work is weird. in general the app works great!"
3,"I really love the app, I basically have no problems with it except for some things concerning status. Please whenever I post a status after saving or downloading a video,the quality of the video significantly drops for some reason.Please you guys should please make it so that when we are posting a status,the quality of the video remains the way it is as it was originally saved. And I also plead with you guys in the next update, please increase the minimum time of a video status to 1 min please."
2,"Please remove the channel option or atleast make a ""hide channel"" option. It's very annoying and useless for me and many people, it's really unnecessary. It's supposed to be a private messaging app and you guys have introduced this hence the concept of private messaging is not valued in the current update. Please make a hide the channel option."
4,"Can you include ""everyone except"" like it is for ""my contacts except"" on my profile photo privacy! There are people in our contacts we don't want to see our pp but would rather everyone else to see it!!! Thanks lots and make it snappy please! You also need to add options on ""who to tag you or not"" in the group messages, so that we can untag ourselves if at all the messages are giving some negative energy!"
3,WhatsApp is a really great app but the recent update has lead to some unwanted feature of finding channels in the WhatsApp status section which is a little bit annoying. There should be an option given in the settings to mute this option also in case if anyone is not concerned with it...
2,The stickers UI is very annoying and cumbersome in the latest update. It is not intuitive and the old UI was much better. I do not understand why change is done for the sake for change and not for improvement. It needs to be reverted to the old UI.
3,"(On my Pixel 7 Pro) the audio messages I play just stop playing for no reason and the screen gets locked, so I have to unlock it and hit play again many times for each audio message. Doesn't matter if the battery saver is activated or not."
2,"Like to address the featire of disapearing messages: as it is configured the app wouldn't bea reliable meanof communication when mesages could desapear by default from your chat. Think that this feature should be restricted to a provat6 hat experience between peers, not unilateraly configured by oneir tge otger part of aconvetsation. Some business relatedn information could be lost with negative consequences for one or both sides ofacinversation. Personally I have to screen capture any mesage .."
2,"This latest update has great features,some improvements there and there but the problem is that it cuts the length of the video status. You will upload a ststus of 0:30 but it'll only play the video for 0:25 or less. You have do delete and re-upload."
3,WHY DID U GUYS MAKE THE VIDEO SO SMALL WHEN PHONE KEPT IN HORIZONTAL ON THE VIDEO CALL. ITS NOT LONGER FILLING UP THE ENTIRE SCREEN LIKE BEFORE PLEASE FIX THIS. dont bring useless backward updates like insta(u guys changed the sticker layout too which wasnt needed. Was comfortable with the previous one but thats ok main issue is video ) does sometimes please . Have no other issues with the app
3,"User friendly app. But you should consider, auto sync for videos that are longer than 30 seconds on the status. Such that there should be an option where I update the video on my status it's cut into multiple 30 seconds segments. Also the 'record audio' on the status update should have a lock option so I can record myself..."
1,"WhatsApp has degraded to a regular messaging app where anyone can message anyone without any filters in place. In the end, selling data is how Meta makes money anyway. No matter how many ads they make on how our data is secure, we can see that our data is sold and random idiots can reach out and message me. It's annoying at best and extremely dangerous at its worst. So much for the 'private' messaging app."
3,The app on itself is good but with the latest update... when we try to post status of 30 secs videos it is by default cropping few secs from the video and any original footage we take from phone camera and try post in high quality... the videos posted in status to to the worst quality. It's really irritating... so would request WhatsApp team to release an update which can fix these.
1,"It is taking more space while using.... It was 9gb data at night and it becomes 14 gb on morning, without downloading any media or backup or any thing... Phone's storage is getting full immediately. It happened after updating whatsapp on 8th of September. It need to be solved as soon as possible."
2,"The old whatsapp is better. I don't like the channel section, I don't like it when I hv to go thru all my status to delete it, everything is perfect except for those two. I think we need to make an improvement of the new update of sticker section bcs it's too hard to handle."
2,"Sticker Board is practically unusable now. I cannot click on a sticker pack's icon anymore, and usually clicking on the icon directs you to the sticker pack. Now I have to scroll endlessly, instead of quickly replying. This trend of apps destroying themselves needs to stop man."
3,The new what's app has a issue that is while typing a message it make the text input to the upper side of the screen while keeping an wide space in between the keyboard and the input taker.... Please fix this issue!! Overall its good...
2,"All good, but the ""edit"" possibility should be removed because how can we trust a chat if it gets edited freely? Or a good way to add security and safety would be to see the edit history of a message for both sender and receiver. Actually, being able to edit a message AND being able to see the edit history for both sender and receiver is the best outcome for me. Keeping the 15mn timeframe to do so is good. I would even shorten it to 10 or 5mn."
4,"For the record I think this app is great until I lost be former device and switching to a new one comes with a serious complexities at accessing my account just because I set up a two-step verification. Why is is difficult for whatsapp to reach me via sms or call for my verification code? This just so disheartening to see the scale of redundancy in one trying to recover his account and I could not get the code, you guys basically need to be thorough in that process of verification of account."
3,The channel feature is useful but dont mess with status tab. Kindly separate both. Pls add new tab for channel updates. Also add delete option for the items downloaded in channels. Clear updates option for each channels is needed. Hope you will add these features in soon. If the channel updats is like web page then not need delete and clear option. Think about it also
4,"The recent update affects the whatsapp status experience. The search icon for the uploaded status of your contacts has dissapeared and has been replaced with a camera icon(which allows users to upload pictures on their status). Needless to say the camera icon appears twice which is absolutely unnecessary. Therefore, I rate this update on 6/10."
1,Each update they keep adding features no one asks for. More and more bloat for something that used to be a simple messaging app. Who ever asked for the channels feature. Atleast include the option to exclude it instead of it cluttering the interface
1,Been using WhatsApp for years now as my main messenger. But the latest update with the new layout for emojis and stickers makes me not want to use them anymore. It's terribly inconvenient and i wish it would just automatically show the 'recently used' instead of me having to go there manually ever. single. time. i want to use a sticker that i use a lot
1,"wrost update ever, i never comment on any app but this is ridiculous. The keyboard side changes is too bad means wrost change, while typing if we add an emoji, text will cut from bottom also if i type long text after sending text the empty spaxe is showing in text Field also if i go to stickers tab from bottom by default scroll is on center while my latest sticker are on top, always move scroll to top for sending latest sticker... wrost"
1,"Very intrusive always wants all sorts of permission to use simply functions, like sending voice notes,view media etc,acts like the Hitler of social media ,give me access to everything or you can't use the app!!! Constantly reconnecting when on a call ,cuts the call off then ask how would you rate the service? Nonsensical!!! Beware this thing is not as private as if let's on ,rather quietly deceitful."
2,"i was a great app, and still is. but since the last update it became annoying. i use a lot of stickers while talking to people. since the update, every time i open the menu it sends me to the emojis instead of stickers and I have to find my way to the last sticker pack I used (I have over 10 so it's awfully annoying) when I finally find it, i have to wait so much for it to automatically scroll down and then it takes even more for the stickers to load. this update was unnecessary, please go back!"
3,"I just hate the way it does backups,it doesn't allow you to stop it. Otherwise the app is good for disclaimer rules on photos and videos. And now the Updates option. It is good when you have business and created WhatsApp channel."
4,"The newest HD feature is so much better, thanks. Would it be possible to make a change so that I can select a group or permanently make all media send in HD rather than having to select it each time I send a picture. Thanks"
1,The recent updates changed the emoji scrolling tray from sideways to up and down it's super annoying. There's channels under the status tab 🙄 for what? The call logs don't show all calls that were sent/received. I honestly don't like this new update🙌... I HATE IT it's TERRIBLE!
3,Channels update is no e to have but it should have separated tab because of this status experience got affected. Now watching and exploring the status is not user friendly and enjoying and looks like it is not a important feature and channels is taking almost full space of that screen.
3,"They removed the option to be able to select the quality of photos being sent and replaced it with a permanent function to always compress photos being sent. This is not a good things especially if the photo is suppose to be a list of items and price tags, it becomes too blurry for the receiver to be able to view."
2,"The chats makes before like a messages, been updated but there is only one problem is that we can't send the entire video or above 30 sec video in status or send in contacts or groups, and calls are very connective to attract easily but in some times Stop seeding and suddenly stop the app, We know already it's not updated before, but I updated now again sometime it's stoping but not more like before.. I am trying to say that the best to send messages is easy."
4,"Would love if the option of scheduling send messages can be an added feature. As in if the option of setting a time in advance to send a message. e.g a bday wish to be sent at midnight, but I want to type it earlier and schedule it to be sent at 12:00. Or any other message which I want the others to know after couple of days, then I can schedule a date and time for that message and then it will be auto sent by WhatsApp at the scheduled time. This feature is their in emails, which is so helpful."
2,"WhatsApp is one of the brilliant apps out in the market. It's easy to use, and a simple user interface makes it unique among other apps. But, with the recent updates, it has lost its simplicity and has become another annoying app like Messenger. If I want to follow any channel, I would go to instagram or Facebook. Why did you add this option on WhatsApp. It makes no sense at all. It's annoying and totally unrelated to the platform. Now,I don't even want to post status on WhatsApp because of it."
5,"After new update, there's a bug when I call someone. The screen turns black everytime there's a phone call, or me calling someone. Still black screen even after I click on every button on my phone. I can't end the call, the person I'm calling have to do that. After the call is ended, my screen is back.. Fix this, then I'll change it to 5 stars . UPDATE: thank you for fixing my issues"
1,Transferring chairs from Android to Android is really really hard and there are lot of issues with login to other handset with same number . Number of atoms are also very. So it is not possible to switch phones frequently even after all the authentications and authorisations. Now I am confused that which device need to be make as primary and which needed to be used as companion device 😧😧
2,"Some updated features don't even add especially the channel stuff that you've brought in isn't a good one for example some of the channels I don't understand what they're all about so I cannot subscribe to them. So please I prefer the features we had before that what seeing right now. Plus what you've given as updates instead of status,it's confusing mehn. Just change it back to status it's fine that's what we're used to. Stop giving people a hard time trying to check around"
5,New updation is bad . I've been using watsapp for more than 8 years but I updated it yesterday and had channels on status viewing tab . It's not so satisfying . If it was on another tab it will be convenient for every person . A Other than that everything is perfect .
1,"I find the new ""Channels"" section too invasive, when I'm done viewing the ""status"" it just pops up, nothing interesting and useful, just a bad and cheap copy of Telegram awesome features. The only reason why I'm keeping this app is because most users don't get used to Telegram easy."
3,"Everything is good, but I think it would be better if it had filters like snapchat. It would make the picture better. I know that a lot of girls like taking pictures with filters, and not only girls but boys too, so it would make your app much more popular, in my opinion, and like they say the customers is always right, and I know because I don't have snapchat for reason and now that I take pictures in whatsapp I really miss the filters because like I said it makes the pictures much better."
4,I am using WhatsApp since 3 years. All the features in WhatsApp are so easy to use & understand no complications are found while using the app. It's so much effective & cool. But still I rate it 4 stars because I want WhatsApp to introduce some filters which can be enabled during a video call. This upgrade will be so much bombastic & I am totally sure that many users will also appreciate it.
1,DESIGN is getting worse every time. I don't like to see channels there... I don't care about them... is forced... Back up doesn't work properly... The HD photo function is really slow.. and sometimes delayed on loading the images..
2,"I hate to use this app after the recent update. The channels in the status sections are annoying. I feel harder to chat now because the emoji, GIF, Stickers and backspace have switched places in the keyboard. The app is getting worse update after update. Try to fix is please"
1,"Upgrading whatsapp is really going from BAD to WORST. Uploading status or forwarding messages across is really a scary tale to me, after spending the whole hour trying one thing, suddenly you'll just discover that the status has been deleted. This is so annoying to me, WhatsApp should fix the bug please. And if it's my device, they should react to this and make me understand cos I'm sick and tired of it"
2,Sometimes my WhatsApp suddenly stops working properly...it's like when i try to send videos to someone it doesn't work..it keep showing the video is in process of sending but it doesn't work....basically conclusion is I'm not able to send videos to anybody... Very bad experience from WhatsApp 👎 It would be better if you work on this...... Don't disappoint your users 🙂
1,"Idk why this app is so full of glitches. Everytime I put a status video, the video does not get uploaded fully. Even tho the video does not exceed the 30sec limit and is rather only 11 seconds long, what's app only upload 6-7 seconds of it and no matter how many times I try it just upload in the same way without being complete. Fix it what's app stupid devs"
1,It has to improve a lot It should have app lock so that only the user can open it and not others. There are not many emoticons just like in Telegram. It should have cloud technology. My mobile crashed and dead. I lost all the info when installing it on my mobile. Backing up is not good idea. I am using it since most of the users are using it. In a sense I am forced to use it.
3,"Great app but keeps getting a little worse with each update. Latest, when you try to attach something from the gallery to a message it takes you to the WhatsApp gallery and not your phone gallery. Extremely annoying change! I use this feature all the time and they just added two extra steps/clicks to the procedure. Is there a way to reassign the gallery link?"
1,"No doubt this is the best communication app. But there is an issue anyone who has a GB WhatsApp can easily access your data. WhatsApp doesn't protect your privacy. GB users can see your WhatsApp status even if you don't allow them to see it in your privacy list. And if you delete your status GB users can still see them for 24 hours. Moreover, they can see your deleted messages. What's the nonsense it is."
2,"1. Switching from recently used stickers to fav(⭐) is stressful. They are so clamped together. 2.Once you upload a picture of video from your android device to your status, the quality is reduced about 60%. 3. We need a tab for groups for easy navigation. 4. It's such a pain that you have to save a contact before you can add the person to a group of you're an admin."
3,"Why pop-up notifications are no longer available in my version of android, for a Samsung A22 running android 13, also the individual light color that is set up to identify a contact does not change as it used to, these settings are important for people who at a glance will recognize a particular contact and act accordingly"
1,"The new update is totally tiring, addition of channels, taking away the search features and the status arrangement is not appealing. Whatsapp is now a lot more noisier and uncomfortable than we have tried adapting. Looks so much like Instagram. Let's revert please."
2,"This app works for me so far. But one issue, every time I make a video call a massage says,""WhatsApp is currently recording your audio. Your device's audio recorder doesn't support."" I clicked on 'OK' but this massage is reapeting in every 2 seconds. It looks like whatsapp is trying to record my audio but couldn't. But why whatsapp wants to record my audio? It looks like whatsapp can hear or listen to my chats. But why? Please fix this problem as fsatest as you can."
1,"The last update is really bad .. It has many issues. (1) - The emojis bar updated based on the last used ones, thats good, but the update is slower than my hands, and I always choose the wrong emoji .. (2) - When I send a message with some emojis, the full messages layout is destroyed, and it generates a huge padding from the bottom ""sometimes not always"" (3) - The buttons place changing is a very bad thing to happen as fast as that, I always add new emoji when I'm just trying to remove one."
1,I dont know what happened. But i hate the new layout of the emoji keyboard. Its a hassle to have to drag the emoji menu up and down. I like the old one better. this new one is driving me insane. I will stop using emojis from now on just to save myself the trouble. Not to mention I like using my recent stickers only. After I sent one from the recent tab. it automatically goes to the favourite tab. How annoying. fix it please.
1,"I want to share my photos or videos in the status, yet I can't. Even if I select the best quality in the settings bar, all it does it break my photos or videos to share. This is the reason why I am giving 1 star. I disliked this feature for a very long time."
1,The latest made me give this rating. Unnecessary changes in the interface. Everyone don't need this feature of following a channel on WhatsApp. So i will suggest developers to make the finding channel feature an option which could be enabled and disabled from settings.
3,The app is fantastic! I have a small suggestion: it would be greatly appreciated if you could separate the tabs for personal chats and groups. Managing both in a single tab can be a bit challenging.
1,"The recent upadate of adding channels is kuch a bad move. Like if I have to follow channels I have so many other platforms. Whastapp was one of the few apps which was limited to the contacts. Now it is aimed to be ""insta-cizing"". I would now Uninstall this app and will come back to sms app."
2,"WhatsApp was working amazing. Until recently, the new update has completly ruined my emojis. The previous version was so simple and easy to understand and now they changed it to a drawer system. It's now confusing and just unpleasant to look at. This constant pulling up to even just see the emojis is one big hassle. Either revert it back to how it was or give us the option to change it back. Highly disappointed. Changed something that didn't have to be changed. Please fix"
4,Works great internationally but I wish it has a couple more features: - Ability to schedule messages based on time. - Ability for group video calls. - Ability to pin more than 3 conversation. - Integrate automatic translation.
2,"Experiencing an issue with the emoji interface, when I tap the emoji button on the left of the type bar, it creates a wide open square of nothing, just the background. The type bar ends up on the top and the emoji list in a small bar at the bottom. The interface itself has also changed and I don't like it, you gotta scroll and scroll and scroll to find an emoji, in stead of just tapping the relevant class at the top like before."
2,The whole channel feature has ruined Whatsapp for me. I liked Whatsapp because it was my own small world where I'd only be updated on things from my close friends. I don't want to view those channels. Try to include a feature where we can disable the channels. Also remove the notification when someone deletes a message for everyone.
1,"Dear WhatsApp Support Team, I hope this message finds you well I wanted to provide feedback regarding the recent update of the WhatsApp application on Android devices. Since the last update, I've noticed a significant decline in the transition experience when I click on the emoji option, specifically when trying to access the emojis and GIF page. The transition seems to be slow, laggy, and not as smooth as it used to be in previous versions."
2,So far this is the worst update so far. The search arrow meant for the status is no longer available. The arrow above the status should be brought beside the status as it was the prevision time. The cameras are meant to be one not two. And i am unable to view the channels.
1,"Since last udate few days ago, app is strangely behaving on all platforms of o.s. Calling to and from is a nightmere. Very tempramental. Making call and receiving calls switching ""mute"" on both side. Video calling do not show video nor can speak. Notification sound and vibrating fails. Still it shows notification in the app. Pictures or video do not download or often fail. Restores functions by itself Don't know what is wrong?"
4,I love this app. To communicate with family whom don't know how to type for messages but I hate this new update. We usually record audio as messages and now it's not just the audio but a clip of yourself. And it's only 30secs. No this isn't right. Bring back the old whastapp with just the audio to send and more than 30secs of audio recording.
2,"Um, with the last crash in Germany the audio is really bad. The connection drops many times. Trying to communicate by myltiple calls and distorted audio is very frustrating. Even getting texts can be slow or not match eith timestamps. No matter what caused the system crash just know the audio and connections are eorse than they were leading to the crash."
3,"WhatsApp updated on my phone and now the layout of the emoji/gif/sticker section is completely different to how it was before. You used to be able to toggle between the menus at the bottom of the screen, now they've put them on the top. Every time I try to add a recently used emoji or sticker to my chat, I end up clicking on the different emoji themes instead. This is incredibly annoying. Please give us an option to choose the layout we prefer (top or bottom) or revert it to how it was before."
1,"Pretty bad and when you have an issue you can forget about receiving any support! Since three updates ago I can't make voice or video calls. Tried contacting support five times and all they can say is ""restart your device"" regardless of what I tell them. It seems that support is run by idiots that can only paste what is already on their website or tell you restart your device. They don't read what you tell them the problem is. Forget about it. It's time to switch to Signal for good!!"
1,"I need the old gif, emoji and sticker format back. The scrolling just isn't it. Takes way too much time and it's also buggy. Won't let me get to my first sticker pack on the right but instead always kicks me back, so I have to scroll by myself (as if the automatic scrolling isn't taking too much time anyway). And since the new update, my keyboard always keeps freezing. Have to close and reopen WhatsApp for about 5 times before it works again"
2,"The recent update to add channel is not user friendly. Add different slide as of status, calls ,chats and updates. It seems as if info is crumbled into small space. Please take this experience into consideration."
1,"We currently utilize WhatsApp primarily for exchanging text messages and sharing media content. When it comes to sharing our thoughts, ideas, and content related to ideologies, we already have access to various social media platforms such as Instagram and Facebook. In this context, it is unnecessary for WhatsApp to incorporate extensive community-oriented features. Instead, I urge WhatsApp to continue prioritizing and strengthening its commitment to end-to-end encryption."
5,"It's been cool so far and it's my main social account. However it's still open for improvements like pinning of status(es). Also, the fact that captions can't be added under your forwarded media from whatsapp is craziliy annoying please work on that. In addition, it would actually be cool if one could get notification when your favoutite person is online, you know..."
2,"The recent UI update has been frustrating. The emojis now live in a retractable drawer and has to be manually dragged up to use. Nevermind the extra annoyance of doing so - the problem is that this conflicts with the ""go home"" gesture on newer phones, forcing you to be extra careful when dragging the drawer upwards. In short, a usability disaster."
2,"Whatsapp worked as a good platform for communication purposes untill the most reason update. For some reason, now I can't receive any messages and it doesn't even show the status of the messages (delivered, seen..) I send. However, when I checked others DO receive my texts so only I can't receive and view their texts. Even reinstalling didn't help. It is quite inconvenient given how I use this for all the communication purposes."
3,I have a problem which you guys have to fix. Some of us who stay in Africa don't have unlimited Wi-Fi in our areas so we have to buy data which becomes expensive to us as they is no option to actually block pictures from loading on its own. The option that is ther is to prevent them from loading to the gallery which is ok but we need the option to block pictures from loading when switching on the data because it eats up the entire data so please add the option
1,"Not sure if this will be considered. But I find really annoying that the app tries to predict the sticker I want to use, maybe based in what I say and whenever I want to use a sticker it just sends me to a random sticker page I don't even want to use. Another annoying thing is the way that the recent emojis update in real time now, because when I want to use one they switch places and I tap the wrong one."
1,"I don't rate and review very often, but this Sept 2023 update deserves 0 stars. They drastically rearranged the status bar, called it ""updates"" and slapped a huge menu of channels that I neither asked for nor have any interest in. It is non customizable, so I can't remove any of it. Stupid."
3,"I think the share screen feature is not good because I can't share the sound displayed by the video. I mean, it's only useful for showing photos not videos. Unlike the Zoom Meet application which allows you to share sound when sharing videos."
4,"A great app indeed. Using this for Years. It would be great if users able to send larger files,videos,images,Documents to others without any limitations. Or you can set at least 2 GB limit for any kind of images,audios,videos,documents, files etc. Then using WhatsApp will more easy for important files or images & videos sharing"
4,"It'd be more comfortable not to display the golden letters message, at the start of every chat. After all, any user should be aware about what this message says, and it only occupies space, and reduces UI quality. The same happens when disappearing messages are configured. It'd be much more convenient to avoid displaying these warnings."
1,"It's a great app and I've been using it for a year. It's very useful for me at communicating my friends and family but all of a sudden i couldn't log in to WhatsApp anymore. I don't know the reasons and I've tried contacting WhatsApp since then,but to no avail. I really wish to get back my account as I have so many important assignments. Please help me get my account back. 🙏"
5,"This app keeps getting better and better. Between having the chats encrypted and being able to edit sent texts, plus those helpful checkmarks, I'm sure all will feel great. No stress with WhatsApp. I convert people over constantly. It's the best way to send undisturbed photos. WhatsApp is what's up ✅️"
1,"In whatsapp one can create group with 1000+ members. Please add a feature so that one can find messages sent by a particular number/person. Very hard to scroll through thousands of messages in big groups . May i advise to add this feature which can help people a lot. Some time ago I updated this app. In the new version , I can't send any messages to broadcast lists. When try to forward messages, can't find any any broadcast at all. Check and solve please. Very bad experience of updating."
4,"I have loved Whatsapp for a long time. Recently have to lower to 4 stars because it keeps losing draft messages when I switch to other apps. It used to be better at retaining these drafts and since longer messages are the ones likely to be interrupted, it's also painful/harder to recreate the lost draft. Editing messages is a great an overdue addition though =)"
4,"Great application but there need to be improvement in the voicemails. I mean whenever I want to listen to voicemails in the night or any dark area, it will off my screen, and the volume will be so reduced that I found it difficult to hear a single thing from the message. Please improve that. WhatsApp really is a great App!"
4,"The app is amazing and needs no endorsement now. Just facing an issue today (12/9/2023) since morning. My voice isn't going the other side, like not at all. I used 🎧 also, not no change. The application was updated, so not sure why it is happening. Able to have proper communication on Normal phone calls, but on WhatsApp facing issue."
5,"I've used WhatsApp for several years and found it to be very efficient. It also says all messages are encrypted, which is a very nice feature. I use it to talk to my friend in England multiple times a day and it's very reliable. Graphics and photos are excellent."
5,"One of the best app for calling, texting.. I have a request. It is convenient if the toolbar is placed at the bottom. Repeatedly pressing up with fingers is annoying. Example:- chats, updates and call option"
5,Well overall I really like this app but the new updated version (channels) feature is not suitable for WhatsApp because it's an content app not any channels app so please delete this feature. Thanks for making such a great app I really love it overall to stay in touch with my friends and family 😁 I hope you will understand 🤗
1,The present interface is quite tricky. I don't get to see everyones status anymore. I preferred when status not updates was horizontal not the vertical way presently. I wish something can be done to the updates and a search botton should be included.
2,"BUG OR INTENTIONAL? When your read receipt is set to unmark, audio messages get shown as read when the user plays them but other messages stay unmarked as read by the user. Also now in 2023, screen sharing is possible. However the internal audio audio from your device is not transmitted to the recipient"
2,App is pretty good. Fast and reliable. Everything is ok the only issue I am facing is that when I delete messages from my mobile phone the deleted messages are still available in WhatsApp Desktop and Web. Why the deleted messages from mobile app are not synced with web and desktop app?
1,"The new feature that started occurring on my WhatsApp after just updated it is so annoying, seeing pages from Facebook which I'd never asked for is so disturbing, it's not an improvement but a disaster and I'm hoping to stop using WhatsApp for now if that changes can't be corrected, status updates changed to something as annoying as suggesting pages, I think the one who launched the feature should rethink and put it back the way it was,I regret ever updating the app🥲"
2,"Ive actually never rated whatsapp before as Ive not really had any issues or anything specific to cheer on. But this new ""obtrusive"" and in you face channel thing under status's that cNnot be hidden or switched off is something to rate on. Please allow users to choose whether they actually want to have half their screen taken up like this. if we all.wanted twitter style channels we would use other platforms."
2,"Hey what happened to the options for Whatsapp status? Those great features such as deleting certain stories & share to Facebook have gone! Instead, u add channels & I also feel annoyed by the ""viewed status"" thing where u have to click to see it. That's more complicated. It's best if u bring back the former feature u guys removed & please fix for video calling. Always comes out with black screen instead of the caller."
2,"What is with the last update from October 2023 what are the software engineers and graphicians doing there ? What is with the latest emoji / gif / sticker scrolling and searching repositioning, it's horrible and it takes time to search for them, nothing humanly or logic in it, if it ain't broke DON'T FIX IT! Also remove the ideea that if you dont update the app you cannot use it!"
3,"Not interested in the new features of having channels and updates. Delete it if possible, it's not much helpful. I'd like to suggest a function to double-tap on the chat bubble to edit text instead of having to click 'edit' far on top. Thank you."
2,It's hanging after recent update. My sent messages delivering very late. I am getting messages very late even after another person sent few minutes back. I checked internet but it's working very good. But the issue is only with this app.
4,"Really great and useful app for quick and real time communication. I'll suggest that a way should be made to retrieve deleted voice notes. I've had the unfortunate incident of using the cancel button after recording a voice note and alas, all I've said goes down a virtual bin. I hope this is given some consideration."
1,"""Hi, I want to provide feedback to the WhatsApp team regarding the new updates. I am not happy with them and now it is necessary to take manual backups. Because of it I has loss my all data and chats. Now we feel, it's no more private messaging app.Because it's new features and update of ""channels update"".Now if it possible to make the new features resolve?? Can you also simplify the backup procedure. Thank you!"""
1,"The recent updates of following channel on status interface is worst and I don't think that this should be on the status page.If you want to add that you can do separately like that you have did community making icon is separately designed,users don't expect that with theirs friends statuses there is a big area consuming screen with channels,even then who aren't interested they will not join but it is decrementing the user experience and priority.You may change it to a new interface."
